"[all run data]","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts","count turtles","count basics","count experts"
,"35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25","35","10","25"
,"17","0","17","17","3","14","17","1","16","16","1","15","25","4","21","19","3","16","17","2","15","15","3","12","14","1","13","14","0","14"
,"17","0","17","17","3","14","17","1","16","16","1","15","25","4","21","19","3","16","17","2","15","15","3","12","14","1","13","14","0","14"
,"17","0","17","17","3","14","17","1","16","16","1","15","25","4","21","19","3","16","17","2","15","15","3","12","14","1","13","14","0","14"
,"17","0","17","17","3","14","17","1","16","16","1","15","24","4","20","19","3","16","17","2","15","15","3","12","14","1","13","14","0","14"
,"17","0","17","17","3","14","17","1","16","16","1","15","24","4","20","19","3","16","17","2","15","15","3","12","14","1","13","14","0","14"
,"17","0","17","17","3","14","17","1","16","16","1","15","24","4","20","19","3","16","16","1","15","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","3","14","17","2","15","16","1","15","24","4","20","19","3","16","16","1","15","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","17","2","15","16","1","15","24","4","20","19","3","16","16","1","15","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","17","2","15","16","1","15","24","4","20","19","3","16","16","1","15","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","2","14","16","1","15","23","3","20","19","3","16","16","1","15","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","2","14","16","1","15","23","3","20","19","3","16","16","2","14","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","2","14","16","1","15","23","3","20","19","3","16","16","2","14","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","2","14","16","1","15","23","3","20","19","3","16","16","3","13","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","2","14","16","1","15","22","2","20","19","3","16","16","3","13","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","1","15","16","1","15","22","2","20","18","2","16","16","3","13","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","1","15","16","1","15","22","2","20","18","2","16","16","3","13","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","1","15","16","1","15","22","3","19","18","2","16","16","3","13","15","3","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","1","15","15","0","15","22","3","19","18","2","16","16","3","13","14","2","12","14","1","13","14","0","14"
,"17","1","16","17","4","13","16","1","15","15","0","15","22","3","19","18","2","16","16","3","13","14","2","12","14","1","13","14","0","14"
,"17","2","15","17","4","13","15","0","15","15","0","15","22","3","19","18","3","15","16","3","13","14","2","12","14","1","13","14","0","14"
,"17","2","15","17","5","12","15","0","15","15","0","15","22","3","19","18","3","15","16","3","13","14","2","12","13","0","13","14","0","14"
,"17","2","15","17","5","12","15","0","15","15","0","15","22","3","19","18","3","15","16","3","13","14","2","12","13","1","12","14","0","14"
,"17","2","15","17","5","12","15","0","15","15","0","15","22","2","20","18","4","14","15","3","12","14","2","12","13","1","12","14","0","14"
,"17","2","15","16","4","12","15","0","15","15","0","15","22","2","20","18","5","13","15","3","12","14","2","12","13","1","12","14","0","14"
,"17","2","15","16","3","13","15","0","15","15","0","15","22","2","20","18","5","13","15","3","12","14","2","12","13","1","12","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","22","2","20","18","5","13","15","3","12","14","2","12","13","1","12","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","22","2","20","18","5","13","15","3","12","14","2","12","13","1","12","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","21","2","19","18","5","13","15","3","12","14","2","12","13","1","12","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","21","2","19","18","5","13","15","3","12","14","2","12","13","1","12","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","14","2","12","13","2","11","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","14","2","12","13","2","11","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","14","2","12","13","2","11","14","1","13"
,"17","2","15","16","3","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","14","2","12","13","2","11","14","1","13"
,"17","2","15","15","2","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","14","2","12","13","2","11","14","1","13"
,"17","2","15","15","2","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","14","2","12","13","2","11","14","1","13"
,"17","2","15","15","1","14","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","13","1","12","13","2","11","14","1","13"
,"17","2","15","14","1","13","15","0","15","15","0","15","21","2","19","18","5","13","14","2","12","13","1","12","13","2","11","14","1","13"
