"BehaviorSpace results (NetLogo 6.3.0)"
"Modelo Melhorado.nlogo"
"M traps 0"
"10/31/2022 19:54:58:819 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-24","24","-24","24"
"[run number]","green_food","show_experience","show_energy","num_experts","time_machines","num_basics","traps","shelters","yellow_food","[step]","count turtles"
"8","10","false","true","15","5","25","0","10","2.5","226","20"
"7","10","false","true","15","5","25","0","10","2.5","107","25"
"6","10","false","true","15","5","25","0","10","2.5","107","21"
"1","10","false","true","15","5","25","0","10","2.5","114","19"
"8","10","false","true","15","5","25","0","10","2.5","227","20"
"5","10","false","true","15","5","25","0","10","2.5","243","18"
"2","10","false","true","15","5","25","0","10","2.5","102","21"
"7","10","false","true","15","5","25","0","10","2.5","108","25"
"3","10","false","true","15","5","25","0","10","2.5","97","22"
"1","10","false","true","15","5","25","0","10","2.5","115","19"
"6","10","false","true","15","5","25","0","10","2.5","108","21"
"8","10","false","true","15","5","25","0","10","2.5","228","20"
"5","10","false","true","15","5","25","0","10","2.5","244","18"
"2","10","false","true","15","5","25","0","10","2.5","103","21"
"7","10","false","true","15","5","25","0","10","2.5","109","25"
"8","10","false","true","15","5","25","0","10","2.5","229","20"
"5","10","false","true","15","5","25","0","10","2.5","245","18"
"1","10","false","true","15","5","25","0","10","2.5","116","19"
"3","10","false","true","15","5","25","0","10","2.5","98","22"
"8","10","false","true","15","5","25","0","10","2.5","230","20"
"6","10","false","true","15","5","25","0","10","2.5","109","21"
"5","10","false","true","15","5","25","0","10","2.5","246","18"
"2","10","false","true","15","5","25","0","10","2.5","104","20"
"7","10","false","true","15","5","25","0","10","2.5","110","25"
"8","10","false","true","15","5","25","0","10","2.5","231","20"
"1","10","false","true","15","5","25","0","10","2.5","117","19"
"5","10","false","true","15","5","25","0","10","2.5","247","18"
"8","10","false","true","15","5","25","0","10","2.5","232","20"
"6","10","false","true","15","5","25","0","10","2.5","110","21"
"3","10","false","true","15","5","25","0","10","2.5","99","22"
"2","10","false","true","15","5","25","0","10","2.5","105","20"
"5","10","false","true","15","5","25","0","10","2.5","248","18"
"8","10","false","true","15","5","25","0","10","2.5","233","20"
"5","10","false","true","15","5","25","0","10","2.5","249","18"
"7","10","false","true","15","5","25","0","10","2.5","111","25"
"2","10","false","true","15","5","25","0","10","2.5","106","20"
"8","10","false","true","15","5","25","0","10","2.5","234","20"
"1","10","false","true","15","5","25","0","10","2.5","118","19"
"5","10","false","true","15","5","25","0","10","2.5","250","18"
"8","10","false","true","15","5","25","0","10","2.5","235","20"
"5","10","false","true","15","5","25","0","10","2.5","251","18"
"6","10","false","true","15","5","25","0","10","2.5","111","21"
"3","10","false","true","15","5","25","0","10","2.5","100","22"
"8","10","false","true","15","5","25","0","10","2.5","236","19"
"5","10","false","true","15","5","25","0","10","2.5","252","18"
"2","10","false","true","15","5","25","0","10","2.5","107","20"
"8","10","false","true","15","5","25","0","10","2.5","237","19"
"5","10","false","true","15","5","25","0","10","2.5","253","18"
"7","10","false","true","15","5","25","0","10","2.5","112","25"
"3","10","false","true","15","5","25","0","10","2.5","101","22"
"1","10","false","true","15","5","25","0","10","2.5","119","19"
"8","10","false","true","15","5","25","0","10","2.5","238","19"
"5","10","false","true","15","5","25","0","10","2.5","254","18"
"8","10","false","true","15","5","25","0","10","2.5","239","19"
"5","10","false","true","15","5","25","0","10","2.5","255","18"
"2","10","false","true","15","5","25","0","10","2.5","108","20"
"7","10","false","true","15","5","25","0","10","2.5","113","25"
"6","10","false","true","15","5","25","0","10","2.5","112","21"
"8","10","false","true","15","5","25","0","10","2.5","240","19"
"5","10","false","true","15","5","25","0","10","2.5","256","18"
"8","10","false","true","15","5","25","0","10","2.5","241","19"
"5","10","false","true","15","5","25","0","10","2.5","257","18"
"8","10","false","true","15","5","25","0","10","2.5","242","19"
"5","10","false","true","15","5","25","0","10","2.5","258","18"
"8","10","false","true","15","5","25","0","10","2.5","243","19"
"7","10","false","true","15","5","25","0","10","2.5","114","25"
"3","10","false","true","15","5","25","0","10","2.5","102","22"
"4","10","false","true","15","5","25","0","10","2.5","118","21"
"5","10","false","true","15","5","25","0","10","2.5","259","18"
"8","10","false","true","15","5","25","0","10","2.5","244","19"
"5","10","false","true","15","5","25","0","10","2.5","260","18"
"8","10","false","true","15","5","25","0","10","2.5","245","19"
"5","10","false","true","15","5","25","0","10","2.5","261","18"
"4","10","false","true","15","5","25","0","10","2.5","119","20"
"8","10","false","true","15","5","25","0","10","2.5","246","19"
"5","10","false","true","15","5","25","0","10","2.5","262","18"
"4","10","false","true","15","5","25","0","10","2.5","120","20"
"8","10","false","true","15","5","25","0","10","2.5","247","19"
"8","10","false","true","15","5","25","0","10","2.5","248","19"
"5","10","false","true","15","5","25","0","10","2.5","263","17"
"6","10","false","true","15","5","25","0","10","2.5","113","21"
"4","10","false","true","15","5","25","0","10","2.5","121","20"
"8","10","false","true","15","5","25","0","10","2.5","249","19"
"2","10","false","true","15","5","25","0","10","2.5","109","20"
"5","10","false","true","15","5","25","0","10","2.5","264","17"
"7","10","false","true","15","5","25","0","10","2.5","115","25"
"8","10","false","true","15","5","25","0","10","2.5","250","19"
"1","10","false","true","15","5","25","0","10","2.5","120","19"
"5","10","false","true","15","5","25","0","10","2.5","265","17"
"4","10","false","true","15","5","25","0","10","2.5","122","20"
"8","10","false","true","15","5","25","0","10","2.5","251","18"
"5","10","false","true","15","5","25","0","10","2.5","266","17"
"4","10","false","true","15","5","25","0","10","2.5","123","20"
"8","10","false","true","15","5","25","0","10","2.5","252","18"
"5","10","false","true","15","5","25","0","10","2.5","267","17"
"8","10","false","true","15","5","25","0","10","2.5","253","18"
"4","10","false","true","15","5","25","0","10","2.5","124","20"
"5","10","false","true","15","5","25","0","10","2.5","268","17"
"8","10","false","true","15","5","25","0","10","2.5","254","18"
"5","10","false","true","15","5","25","0","10","2.5","269","17"
"4","10","false","true","15","5","25","0","10","2.5","125","20"
"3","10","false","true","15","5","25","0","10","2.5","103","22"
"2","10","false","true","15","5","25","0","10","2.5","110","20"
"6","10","false","true","15","5","25","0","10","2.5","114","21"
"7","10","false","true","15","5","25","0","10","2.5","116","25"
"8","10","false","true","15","5","25","0","10","2.5","255","18"
"5","10","false","true","15","5","25","0","10","2.5","270","17"
"1","10","false","true","15","5","25","0","10","2.5","121","19"
"8","10","false","true","15","5","25","0","10","2.5","256","18"
"4","10","false","true","15","5","25","0","10","2.5","126","20"
"5","10","false","true","15","5","25","0","10","2.5","271","17"
"8","10","false","true","15","5","25","0","10","2.5","257","18"
"5","10","false","true","15","5","25","0","10","2.5","272","17"
"4","10","false","true","15","5","25","0","10","2.5","127","20"
"8","10","false","true","15","5","25","0","10","2.5","258","18"
"5","10","false","true","15","5","25","0","10","2.5","273","17"
"8","10","false","true","15","5","25","0","10","2.5","259","18"
"4","10","false","true","15","5","25","0","10","2.5","128","20"
"5","10","false","true","15","5","25","0","10","2.5","274","17"
"6","10","false","true","15","5","25","0","10","2.5","115","21"
"8","10","false","true","15","5","25","0","10","2.5","260","18"
"5","10","false","true","15","5","25","0","10","2.5","275","17"
"4","10","false","true","15","5","25","0","10","2.5","129","20"
"8","10","false","true","15","5","25","0","10","2.5","261","18"
"3","10","false","true","15","5","25","0","10","2.5","104","22"
"2","10","false","true","15","5","25","0","10","2.5","111","20"
"5","10","false","true","15","5","25","0","10","2.5","276","17"
"1","10","false","true","15","5","25","0","10","2.5","122","19"
"8","10","false","true","15","5","25","0","10","2.5","262","18"
"4","10","false","true","15","5","25","0","10","2.5","130","20"
"5","10","false","true","15","5","25","0","10","2.5","277","17"
"7","10","false","true","15","5","25","0","10","2.5","117","24"
"8","10","false","true","15","5","25","0","10","2.5","263","18"
"5","10","false","true","15","5","25","0","10","2.5","278","17"
"4","10","false","true","15","5","25","0","10","2.5","131","20"
"5","10","false","true","15","5","25","0","10","2.5","279","17"
"8","10","false","true","15","5","25","0","10","2.5","264","18"
"5","10","false","true","15","5","25","0","10","2.5","280","17"
"4","10","false","true","15","5","25","0","10","2.5","132","20"
"8","10","false","true","15","5","25","0","10","2.5","265","18"
"5","10","false","true","15","5","25","0","10","2.5","281","17"
"8","10","false","true","15","5","25","0","10","2.5","266","18"
"8","10","false","true","15","5","25","0","10","2.5","267","18"
"5","10","false","true","15","5","25","0","10","2.5","282","17"
"8","10","false","true","15","5","25","0","10","2.5","268","18"
"5","10","false","true","15","5","25","0","10","2.5","283","17"
"4","10","false","true","15","5","25","0","10","2.5","133","20"
"8","10","false","true","15","5","25","0","10","2.5","269","18"
"5","10","false","true","15","5","25","0","10","2.5","284","17"
"6","10","false","true","15","5","25","0","10","2.5","116","21"
"3","10","false","true","15","5","25","0","10","2.5","105","22"
"7","10","false","true","15","5","25","0","10","2.5","118","24"
"1","10","false","true","15","5","25","0","10","2.5","123","19"
"2","10","false","true","15","5","25","0","10","2.5","112","20"
"8","10","false","true","15","5","25","0","10","2.5","270","18"
"4","10","false","true","15","5","25","0","10","2.5","134","20"
"5","10","false","true","15","5","25","0","10","2.5","285","17"
"8","10","false","true","15","5","25","0","10","2.5","271","18"
"5","10","false","true","15","5","25","0","10","2.5","286","17"
"4","10","false","true","15","5","25","0","10","2.5","135","20"
"5","10","false","true","15","5","25","0","10","2.5","287","17"
"8","10","false","true","15","5","25","0","10","2.5","272","18"
"5","10","false","true","15","5","25","0","10","2.5","288","17"
"8","10","false","true","15","5","25","0","10","2.5","273","18"
"4","10","false","true","15","5","25","0","10","2.5","136","20"
"5","10","false","true","15","5","25","0","10","2.5","289","17"
"8","10","false","true","15","5","25","0","10","2.5","274","18"
"5","10","false","true","15","5","25","0","10","2.5","290","17"
"1","10","false","true","15","5","25","0","10","2.5","124","19"
"4","10","false","true","15","5","25","0","10","2.5","137","20"
"8","10","false","true","15","5","25","0","10","2.5","275","18"
"5","10","false","true","15","5","25","0","10","2.5","291","17"
"2","10","false","true","15","5","25","0","10","2.5","113","20"
"6","10","false","true","15","5","25","0","10","2.5","117","21"
"5","10","false","true","15","5","25","0","10","2.5","292","17"
"8","10","false","true","15","5","25","0","10","2.5","276","18"
"4","10","false","true","15","5","25","0","10","2.5","138","20"
"3","10","false","true","15","5","25","0","10","2.5","106","22"
"7","10","false","true","15","5","25","0","10","2.5","119","24"
"1","10","false","true","15","5","25","0","10","2.5","125","19"
"5","10","false","true","15","5","25","0","10","2.5","293","17"
"8","10","false","true","15","5","25","0","10","2.5","277","18"
"4","10","false","true","15","5","25","0","10","2.5","139","20"
"5","10","false","true","15","5","25","0","10","2.5","294","17"
"8","10","false","true","15","5","25","0","10","2.5","278","18"
"5","10","false","true","15","5","25","0","10","2.5","295","17"
"8","10","false","true","15","5","25","0","10","2.5","279","18"
"4","10","false","true","15","5","25","0","10","2.5","140","20"
"1","10","false","true","15","5","25","0","10","2.5","126","19"
"5","10","false","true","15","5","25","0","10","2.5","296","17"
"8","10","false","true","15","5","25","0","10","2.5","280","18"
"4","10","false","true","15","5","25","0","10","2.5","141","20"
"5","10","false","true","15","5","25","0","10","2.5","297","17"
"8","10","false","true","15","5","25","0","10","2.5","281","18"
"5","10","false","true","15","5","25","0","10","2.5","298","17"
"8","10","false","true","15","5","25","0","10","2.5","282","18"
"4","10","false","true","15","5","25","0","10","2.5","142","20"
"2","10","false","true","15","5","25","0","10","2.5","114","20"
"5","10","false","true","15","5","25","0","10","2.5","299","17"
"8","10","false","true","15","5","25","0","10","2.5","283","18"
"4","10","false","true","15","5","25","0","10","2.5","143","20"
"5","10","false","true","15","5","25","0","10","2.5","300","17"
"8","10","false","true","15","5","25","0","10","2.5","284","18"
"6","10","false","true","15","5","25","0","10","2.5","118","21"
"1","10","false","true","15","5","25","0","10","2.5","127","19"
"3","10","false","true","15","5","25","0","10","2.5","107","22"
"7","10","false","true","15","5","25","0","10","2.5","120","23"
"4","10","false","true","15","5","25","0","10","2.5","144","19"
"8","10","false","true","15","5","25","0","10","2.5","285","18"
"5","10","false","true","15","5","25","0","10","2.5","301","17"
"8","10","false","true","15","5","25","0","10","2.5","286","18"
"5","10","false","true","15","5","25","0","10","2.5","302","17"
"4","10","false","true","15","5","25","0","10","2.5","145","19"
"8","10","false","true","15","5","25","0","10","2.5","287","18"
"5","10","false","true","15","5","25","0","10","2.5","303","17"
"4","10","false","true","15","5","25","0","10","2.5","146","19"
"8","10","false","true","15","5","25","0","10","2.5","288","18"
"1","10","false","true","15","5","25","0","10","2.5","128","18"
"8","10","false","true","15","5","25","0","10","2.5","289","18"
"5","10","false","true","15","5","25","0","10","2.5","304","17"
"2","10","false","true","15","5","25","0","10","2.5","115","20"
"6","10","false","true","15","5","25","0","10","2.5","119","21"
"4","10","false","true","15","5","25","0","10","2.5","147","19"
"8","10","false","true","15","5","25","0","10","2.5","290","18"
"5","10","false","true","15","5","25","0","10","2.5","305","17"
"4","10","false","true","15","5","25","0","10","2.5","148","19"
"8","10","false","true","15","5","25","0","10","2.5","291","18"
"3","10","false","true","15","5","25","0","10","2.5","108","21"
"5","10","false","true","15","5","25","0","10","2.5","306","17"
"5","10","false","true","15","5","25","0","10","2.5","307","17"
"8","10","false","true","15","5","25","0","10","2.5","292","18"
"4","10","false","true","15","5","25","0","10","2.5","149","19"
"1","10","false","true","15","5","25","0","10","2.5","129","18"
"5","10","false","true","15","5","25","0","10","2.5","308","17"
"8","10","false","true","15","5","25","0","10","2.5","293","17"
"4","10","false","true","15","5","25","0","10","2.5","150","19"
"5","10","false","true","15","5","25","0","10","2.5","309","17"
"8","10","false","true","15","5","25","0","10","2.5","294","17"
"5","10","false","true","15","5","25","0","10","2.5","310","17"
"4","10","false","true","15","5","25","0","10","2.5","151","19"
"8","10","false","true","15","5","25","0","10","2.5","295","17"
"5","10","false","true","15","5","25","0","10","2.5","311","17"
"8","10","false","true","15","5","25","0","10","2.5","296","17"
"4","10","false","true","15","5","25","0","10","2.5","152","19"
"1","10","false","true","15","5","25","0","10","2.5","130","18"
"5","10","false","true","15","5","25","0","10","2.5","312","17"
"8","10","false","true","15","5","25","0","10","2.5","297","17"
"4","10","false","true","15","5","25","0","10","2.5","153","19"
"8","10","false","true","15","5","25","0","10","2.5","298","17"
"5","10","false","true","15","5","25","0","10","2.5","313","17"
"8","10","false","true","15","5","25","0","10","2.5","299","17"
"5","10","false","true","15","5","25","0","10","2.5","314","17"
"1","10","false","true","15","5","25","0","10","2.5","131","18"
"4","10","false","true","15","5","25","0","10","2.5","154","19"
"8","10","false","true","15","5","25","0","10","2.5","300","17"
"5","10","false","true","15","5","25","0","10","2.5","315","17"
"8","10","false","true","15","5","25","0","10","2.5","301","17"
"5","10","false","true","15","5","25","0","10","2.5","316","17"
"4","10","false","true","15","5","25","0","10","2.5","155","19"
"8","10","false","true","15","5","25","0","10","2.5","302","17"
"5","10","false","true","15","5","25","0","10","2.5","317","17"
"4","10","false","true","15","5","25","0","10","2.5","156","19"
"8","10","false","true","15","5","25","0","10","2.5","303","17"
"1","10","false","true","15","5","25","0","10","2.5","132","18"
"7","10","false","true","15","5","25","0","10","2.5","121","23"
"5","10","false","true","15","5","25","0","10","2.5","318","17"
"4","10","false","true","15","5","25","0","10","2.5","157","19"
"8","10","false","true","15","5","25","0","10","2.5","304","17"
"2","10","false","true","15","5","25","0","10","2.5","116","20"
"5","10","false","true","15","5","25","0","10","2.5","319","17"
"8","10","false","true","15","5","25","0","10","2.5","305","17"
"4","10","false","true","15","5","25","0","10","2.5","158","19"
"5","10","false","true","15","5","25","0","10","2.5","320","17"
"8","10","false","true","15","5","25","0","10","2.5","306","17"
"1","10","false","true","15","5","25","0","10","2.5","133","18"
"5","10","false","true","15","5","25","0","10","2.5","321","17"
"6","10","false","true","15","5","25","0","10","2.5","120","21"
"8","10","false","true","15","5","25","0","10","2.5","307","17"
"4","10","false","true","15","5","25","0","10","2.5","159","19"
"3","10","false","true","15","5","25","0","10","2.5","109","21"
"8","10","false","true","15","5","25","0","10","2.5","308","17"
"5","10","false","true","15","5","25","0","10","2.5","322","17"
"4","10","false","true","15","5","25","0","10","2.5","160","19"
"8","10","false","true","15","5","25","0","10","2.5","309","17"
"5","10","false","true","15","5","25","0","10","2.5","323","17"
"7","10","false","true","15","5","25","0","10","2.5","122","23"
"8","10","false","true","15","5","25","0","10","2.5","310","17"
"5","10","false","true","15","5","25","0","10","2.5","324","17"
"6","10","false","true","15","5","25","0","10","2.5","121","21"
"1","10","false","true","15","5","25","0","10","2.5","134","18"
"2","10","false","true","15","5","25","0","10","2.5","117","20"
"3","10","false","true","15","5","25","0","10","2.5","110","21"
"4","10","false","true","15","5","25","0","10","2.5","161","19"
"5","10","false","true","15","5","25","0","10","2.5","325","17"
"8","10","false","true","15","5","25","0","10","2.5","311","17"
"5","10","false","true","15","5","25","0","10","2.5","326","17"
"8","10","false","true","15","5","25","0","10","2.5","312","17"
"4","10","false","true","15","5","25","0","10","2.5","162","19"
"1","10","false","true","15","5","25","0","10","2.5","135","18"
"5","10","false","true","15","5","25","0","10","2.5","327","17"
"8","10","false","true","15","5","25","0","10","2.5","313","17"
"7","10","false","true","15","5","25","0","10","2.5","123","23"
"4","10","false","true","15","5","25","0","10","2.5","163","19"
"5","10","false","true","15","5","25","0","10","2.5","328","17"
"8","10","false","true","15","5","25","0","10","2.5","314","17"
"8","10","false","true","15","5","25","0","10","2.5","315","17"
"4","10","false","true","15","5","25","0","10","2.5","164","19"
"5","10","false","true","15","5","25","0","10","2.5","329","17"
"1","10","false","true","15","5","25","0","10","2.5","136","18"
"8","10","false","true","15","5","25","0","10","2.5","316","17"
"5","10","false","true","15","5","25","0","10","2.5","330","16"
"6","10","false","true","15","5","25","0","10","2.5","122","21"
"4","10","false","true","15","5","25","0","10","2.5","165","19"
"8","10","false","true","15","5","25","0","10","2.5","317","17"
"5","10","false","true","15","5","25","0","10","2.5","331","16"
"8","10","false","true","15","5","25","0","10","2.5","318","17"
"5","10","false","true","15","5","25","0","10","2.5","332","16"
"4","10","false","true","15","5","25","0","10","2.5","166","18"
"2","10","false","true","15","5","25","0","10","2.5","118","20"
"8","10","false","true","15","5","25","0","10","2.5","319","17"
"5","10","false","true","15","5","25","0","10","2.5","333","16"
"1","10","false","true","15","5","25","0","10","2.5","137","17"
"3","10","false","true","15","5","25","0","10","2.5","111","21"
"7","10","false","true","15","5","25","0","10","2.5","124","23"
"8","10","false","true","15","5","25","0","10","2.5","320","17"
"5","10","false","true","15","5","25","0","10","2.5","334","16"
"4","10","false","true","15","5","25","0","10","2.5","167","18"
"8","10","false","true","15","5","25","0","10","2.5","321","17"
"1","10","false","true","15","5","25","0","10","2.5","138","17"
"5","10","false","true","15","5","25","0","10","2.5","335","16"
"8","10","false","true","15","5","25","0","10","2.5","322","17"
"4","10","false","true","15","5","25","0","10","2.5","168","18"
"5","10","false","true","15","5","25","0","10","2.5","336","16"
"8","10","false","true","15","5","25","0","10","2.5","323","17"
"2","10","false","true","15","5","25","0","10","2.5","119","20"
"6","10","false","true","15","5","25","0","10","2.5","123","21"
"7","10","false","true","15","5","25","0","10","2.5","125","23"
"4","10","false","true","15","5","25","0","10","2.5","169","18"
"5","10","false","true","15","5","25","0","10","2.5","337","16"
"8","10","false","true","15","5","25","0","10","2.5","324","17"
"1","10","false","true","15","5","25","0","10","2.5","139","17"
"5","10","false","true","15","5","25","0","10","2.5","338","16"
"3","10","false","true","15","5","25","0","10","2.5","112","21"
"8","10","false","true","15","5","25","0","10","2.5","325","17"
"4","10","false","true","15","5","25","0","10","2.5","170","18"
"5","10","false","true","15","5","25","0","10","2.5","339","16"
"2","10","false","true","15","5","25","0","10","2.5","120","20"
"8","10","false","true","15","5","25","0","10","2.5","326","17"
"6","10","false","true","15","5","25","0","10","2.5","124","21"
"5","10","false","true","15","5","25","0","10","2.5","340","16"
"1","10","false","true","15","5","25","0","10","2.5","140","17"
"4","10","false","true","15","5","25","0","10","2.5","171","17"
"8","10","false","true","15","5","25","0","10","2.5","327","17"
"5","10","false","true","15","5","25","0","10","2.5","341","16"
"7","10","false","true","15","5","25","0","10","2.5","126","22"
"8","10","false","true","15","5","25","0","10","2.5","328","17"
"5","10","false","true","15","5","25","0","10","2.5","342","16"
"4","10","false","true","15","5","25","0","10","2.5","172","17"
"1","10","false","true","15","5","25","0","10","2.5","141","17"
"5","10","false","true","15","5","25","0","10","2.5","343","16"
"3","10","false","true","15","5","25","0","10","2.5","113","21"
"2","10","false","true","15","5","25","0","10","2.5","121","20"
"8","10","false","true","15","5","25","0","10","2.5","329","17"
"5","10","false","true","15","5","25","0","10","2.5","344","16"
"4","10","false","true","15","5","25","0","10","2.5","173","17"
"8","10","false","true","15","5","25","0","10","2.5","330","17"
"1","10","false","true","15","5","25","0","10","2.5","142","17"
"5","10","false","true","15","5","25","0","10","2.5","345","16"
"6","10","false","true","15","5","25","0","10","2.5","125","21"
"8","10","false","true","15","5","25","0","10","2.5","331","17"
"4","10","false","true","15","5","25","0","10","2.5","174","17"
"5","10","false","true","15","5","25","0","10","2.5","346","16"
"3","10","false","true","15","5","25","0","10","2.5","114","21"
"2","10","false","true","15","5","25","0","10","2.5","122","20"
"7","10","false","true","15","5","25","0","10","2.5","127","22"
"8","10","false","true","15","5","25","0","10","2.5","332","17"
"5","10","false","true","15","5","25","0","10","2.5","347","16"
"1","10","false","true","15","5","25","0","10","2.5","143","17"
"4","10","false","true","15","5","25","0","10","2.5","175","17"
"8","10","false","true","15","5","25","0","10","2.5","333","17"
"5","10","false","true","15","5","25","0","10","2.5","348","16"
"8","10","false","true","15","5","25","0","10","2.5","334","17"
"4","10","false","true","15","5","25","0","10","2.5","176","17"
"5","10","false","true","15","5","25","0","10","2.5","349","16"
"6","10","false","true","15","5","25","0","10","2.5","126","21"
"3","10","false","true","15","5","25","0","10","2.5","115","21"
"2","10","false","true","15","5","25","0","10","2.5","123","20"
"5","10","false","true","15","5","25","0","10","2.5","350","16"
"8","10","false","true","15","5","25","0","10","2.5","335","17"
"4","10","false","true","15","5","25","0","10","2.5","177","17"
"1","10","false","true","15","5","25","0","10","2.5","144","17"
"5","10","false","true","15","5","25","0","10","2.5","351","16"
"8","10","false","true","15","5","25","0","10","2.5","336","17"
"7","10","false","true","15","5","25","0","10","2.5","128","22"
"4","10","false","true","15","5","25","0","10","2.5","178","17"
"5","10","false","true","15","5","25","0","10","2.5","352","16"
"6","10","false","true","15","5","25","0","10","2.5","127","21"
"8","10","false","true","15","5","25","0","10","2.5","337","17"
"5","10","false","true","15","5","25","0","10","2.5","353","16"
"4","10","false","true","15","5","25","0","10","2.5","179","17"
"1","10","false","true","15","5","25","0","10","2.5","145","17"
"3","10","false","true","15","5","25","0","10","2.5","116","21"
"8","10","false","true","15","5","25","0","10","2.5","338","17"
"2","10","false","true","15","5","25","0","10","2.5","124","20"
"5","10","false","true","15","5","25","0","10","2.5","354","16"
"4","10","false","true","15","5","25","0","10","2.5","180","17"
"5","10","false","true","15","5","25","0","10","2.5","355","16"
"8","10","false","true","15","5","25","0","10","2.5","339","17"
"4","10","false","true","15","5","25","0","10","2.5","181","16"
"5","10","false","true","15","5","25","0","10","2.5","356","16"
"1","10","false","true","15","5","25","0","10","2.5","146","17"
"8","10","false","true","15","5","25","0","10","2.5","340","17"
"6","10","false","true","15","5","25","0","10","2.5","128","21"
"7","10","false","true","15","5","25","0","10","2.5","129","22"
"1","10","false","true","15","5","25","0","10","2.5","147","17"
"5","10","false","true","15","5","25","0","10","2.5","357","16"
"3","10","false","true","15","5","25","0","10","2.5","117","20"
"4","10","false","true","15","5","25","0","10","2.5","182","16"
"2","10","false","true","15","5","25","0","10","2.5","125","20"
"5","10","false","true","15","5","25","0","10","2.5","358","16"
"1","10","false","true","15","5","25","0","10","2.5","148","17"
"4","10","false","true","15","5","25","0","10","2.5","183","16"
"5","10","false","true","15","5","25","0","10","2.5","359","16"
"4","10","false","true","15","5","25","0","10","2.5","184","16"
"6","10","false","true","15","5","25","0","10","2.5","129","21"
"7","10","false","true","15","5","25","0","10","2.5","130","22"
"2","10","false","true","15","5","25","0","10","2.5","126","20"
"4","10","false","true","15","5","25","0","10","2.5","185","16"
"1","10","false","true","15","5","25","0","10","2.5","149","17"
"3","10","false","true","15","5","25","0","10","2.5","118","20"
"7","10","false","true","15","5","25","0","10","2.5","131","22"
"6","10","false","true","15","5","25","0","10","2.5","130","21"
"4","10","false","true","15","5","25","0","10","2.5","186","16"
"4","10","false","true","15","5","25","0","10","2.5","187","16"
"1","10","false","true","15","5","25","0","10","2.5","150","17"
"2","10","false","true","15","5","25","0","10","2.5","127","20"
"3","10","false","true","15","5","25","0","10","2.5","119","20"
"4","10","false","true","15","5","25","0","10","2.5","188","16"
"1","10","false","true","15","5","25","0","10","2.5","151","17"
"7","10","false","true","15","5","25","0","10","2.5","132","22"
"6","10","false","true","15","5","25","0","10","2.5","131","21"
"4","10","false","true","15","5","25","0","10","2.5","189","16"
"3","10","false","true","15","5","25","0","10","2.5","120","20"
"1","10","false","true","15","5","25","0","10","2.5","152","17"
"4","10","false","true","15","5","25","0","10","2.5","190","16"
"2","10","false","true","15","5","25","0","10","2.5","128","20"
"4","10","false","true","15","5","25","0","10","2.5","191","16"
"7","10","false","true","15","5","25","0","10","2.5","133","22"
"6","10","false","true","15","5","25","0","10","2.5","132","21"
"1","10","false","true","15","5","25","0","10","2.5","153","17"
"4","10","false","true","15","5","25","0","10","2.5","192","16"
"3","10","false","true","15","5","25","0","10","2.5","121","20"
"4","10","false","true","15","5","25","0","10","2.5","193","16"
"2","10","false","true","15","5","25","0","10","2.5","129","20"
"6","10","false","true","15","5","25","0","10","2.5","133","21"
"7","10","false","true","15","5","25","0","10","2.5","134","22"
"1","10","false","true","15","5","25","0","10","2.5","154","17"
"4","10","false","true","15","5","25","0","10","2.5","194","16"
"4","10","false","true","15","5","25","0","10","2.5","195","16"
"8","10","false","true","15","5","25","0","10","2.5","341","17"
"5","10","false","true","15","5","25","0","10","2.5","360","16"
"4","10","false","true","15","5","25","0","10","2.5","196","16"
"8","10","false","true","15","5","25","0","10","2.5","342","17"
"5","10","false","true","15","5","25","0","10","2.5","361","16"
"8","10","false","true","15","5","25","0","10","2.5","343","17"
"4","10","false","true","15","5","25","0","10","2.5","197","16"
"5","10","false","true","15","5","25","0","10","2.5","362","16"
"3","10","false","true","15","5","25","0","10","2.5","122","20"
"5","10","false","true","15","5","25","0","10","2.5","363","16"
"8","10","false","true","15","5","25","0","10","2.5","344","17"
"4","10","false","true","15","5","25","0","10","2.5","198","16"
"8","10","false","true","15","5","25","0","10","2.5","345","17"
"5","10","false","true","15","5","25","0","10","2.5","364","16"
"4","10","false","true","15","5","25","0","10","2.5","199","16"
"2","10","false","true","15","5","25","0","10","2.5","130","20"
"6","10","false","true","15","5","25","0","10","2.5","134","21"
"1","10","false","true","15","5","25","0","10","2.5","155","17"
"5","10","false","true","15","5","25","0","10","2.5","365","16"
"8","10","false","true","15","5","25","0","10","2.5","346","17"
"7","10","false","true","15","5","25","0","10","2.5","135","22"
"4","10","false","true","15","5","25","0","10","2.5","200","16"
"5","10","false","true","15","5","25","0","10","2.5","366","16"
"8","10","false","true","15","5","25","0","10","2.5","347","17"
"5","10","false","true","15","5","25","0","10","2.5","367","16"
"4","10","false","true","15","5","25","0","10","2.5","201","16"
"5","10","false","true","15","5","25","0","10","2.5","368","16"
"8","10","false","true","15","5","25","0","10","2.5","348","17"
"4","10","false","true","15","5","25","0","10","2.5","202","16"
"8","10","false","true","15","5","25","0","10","2.5","349","17"
"5","10","false","true","15","5","25","0","10","2.5","369","16"
"4","10","false","true","15","5","25","0","10","2.5","203","16"
"8","10","false","true","15","5","25","0","10","2.5","350","17"
"5","10","false","true","15","5","25","0","10","2.5","370","16"
