"BehaviorSpace results (NetLogo 6.3.0)"
"Modelo Base.nlogo"
"Traps 2"
"10/31/2022 17:57:23:163 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-24","24","-24","24"
"[run number]","green_food","num_experts","num_basics","shelters","traps","yellow_food","[step]","count turtles","count basics","count experts"
"6","2","15","25","5","2","2.5","236","3","0","3"
"1","2","15","25","5","2","2.5","691","0","0","0"
"5","2","15","25","5","2","2.5","913","0","0","0"
"7","2","15","25","5","2","2.5","181","3","0","3"
"6","2","15","25","5","2","2.5","237","3","0","3"
"1","2","15","25","5","2","2.5","692","0","0","0"
"5","2","15","25","5","2","2.5","914","0","0","0"
"6","2","15","25","5","2","2.5","238","3","0","3"
"1","2","15","25","5","2","2.5","693","0","0","0"
"5","2","15","25","5","2","2.5","915","0","0","0"
"7","2","15","25","5","2","2.5","182","3","0","3"
"6","2","15","25","5","2","2.5","239","3","0","3"
"1","2","15","25","5","2","2.5","694","0","0","0"
"5","2","15","25","5","2","2.5","916","0","0","0"
"7","2","15","25","5","2","2.5","183","3","0","3"
"1","2","15","25","5","2","2.5","695","0","0","0"
"5","2","15","25","5","2","2.5","917","0","0","0"
"6","2","15","25","5","2","2.5","240","3","0","3"
"7","2","15","25","5","2","2.5","184","3","0","3"
"1","2","15","25","5","2","2.5","696","0","0","0"
"5","2","15","25","5","2","2.5","918","0","0","0"
"6","2","15","25","5","2","2.5","241","3","0","3"
"7","2","15","25","5","2","2.5","185","3","0","3"
"1","2","15","25","5","2","2.5","697","0","0","0"
"5","2","15","25","5","2","2.5","919","0","0","0"
"1","2","15","25","5","2","2.5","698","0","0","0"
"6","2","15","25","5","2","2.5","242","3","0","3"
"7","2","15","25","5","2","2.5","186","3","0","3"
"5","2","15","25","5","2","2.5","920","0","0","0"
"1","2","15","25","5","2","2.5","699","0","0","0"
"6","2","15","25","5","2","2.5","243","3","0","3"
"5","2","15","25","5","2","2.5","921","0","0","0"
"7","2","15","25","5","2","2.5","187","3","0","3"
"1","2","15","25","5","2","2.5","700","0","0","0"
"5","2","15","25","5","2","2.5","922","0","0","0"
"7","2","15","25","5","2","2.5","188","3","0","3"
"1","2","15","25","5","2","2.5","701","0","0","0"
"5","2","15","25","5","2","2.5","923","0","0","0"
"6","2","15","25","5","2","2.5","244","3","0","3"
"1","2","15","25","5","2","2.5","702","0","0","0"
"5","2","15","25","5","2","2.5","924","0","0","0"
"7","2","15","25","5","2","2.5","189","3","0","3"
"6","2","15","25","5","2","2.5","245","3","0","3"
"1","2","15","25","5","2","2.5","703","0","0","0"
"5","2","15","25","5","2","2.5","925","0","0","0"
"7","2","15","25","5","2","2.5","190","3","0","3"
"6","2","15","25","5","2","2.5","246","3","0","3"
"1","2","15","25","5","2","2.5","704","0","0","0"
"5","2","15","25","5","2","2.5","926","0","0","0"
"7","2","15","25","5","2","2.5","191","3","0","3"
"1","2","15","25","5","2","2.5","705","0","0","0"
"6","2","15","25","5","2","2.5","247","3","0","3"
"5","2","15","25","5","2","2.5","927","0","0","0"
"1","2","15","25","5","2","2.5","706","0","0","0"
"7","2","15","25","5","2","2.5","192","3","0","3"
"6","2","15","25","5","2","2.5","248","3","0","3"
"5","2","15","25","5","2","2.5","928","0","0","0"
"1","2","15","25","5","2","2.5","707","0","0","0"
"7","2","15","25","5","2","2.5","193","3","0","3"
"6","2","15","25","5","2","2.5","249","3","0","3"
"1","2","15","25","5","2","2.5","708","0","0","0"
"5","2","15","25","5","2","2.5","929","0","0","0"
"7","2","15","25","5","2","2.5","194","3","0","3"
"6","2","15","25","5","2","2.5","250","3","0","3"
"1","2","15","25","5","2","2.5","709","0","0","0"
"6","2","15","25","5","2","2.5","251","3","0","3"
"1","2","15","25","5","2","2.5","710","0","0","0"
"1","2","15","25","5","2","2.5","711","0","0","0"
"1","2","15","25","5","2","2.5","712","0","0","0"
"6","2","15","25","5","2","2.5","252","3","0","3"
"5","2","15","25","5","2","2.5","930","0","0","0"
"7","2","15","25","5","2","2.5","195","3","0","3"
"1","2","15","25","5","2","2.5","713","0","0","0"
"5","2","15","25","5","2","2.5","931","0","0","0"
"7","2","15","25","5","2","2.5","196","3","0","3"
"6","2","15","25","5","2","2.5","253","3","0","3"
"5","2","15","25","5","2","2.5","932","0","0","0"
"1","2","15","25","5","2","2.5","714","0","0","0"
"1","2","15","25","5","2","2.5","715","0","0","0"
"6","2","15","25","5","2","2.5","254","3","0","3"
"7","2","15","25","5","2","2.5","197","3","0","3"
"5","2","15","25","5","2","2.5","933","0","0","0"
"1","2","15","25","5","2","2.5","716","0","0","0"
"6","2","15","25","5","2","2.5","255","3","0","3"
"5","2","15","25","5","2","2.5","934","0","0","0"
"7","2","15","25","5","2","2.5","198","3","0","3"
"1","2","15","25","5","2","2.5","717","0","0","0"
"6","2","15","25","5","2","2.5","256","3","0","3"
"5","2","15","25","5","2","2.5","935","0","0","0"
"1","2","15","25","5","2","2.5","718","0","0","0"
"7","2","15","25","5","2","2.5","199","3","0","3"
"5","2","15","25","5","2","2.5","936","0","0","0"
"6","2","15","25","5","2","2.5","257","3","0","3"
"1","2","15","25","5","2","2.5","719","0","0","0"
"5","2","15","25","5","2","2.5","937","0","0","0"
"7","2","15","25","5","2","2.5","200","3","0","3"
"6","2","15","25","5","2","2.5","258","3","0","3"
"1","2","15","25","5","2","2.5","720","0","0","0"
"5","2","15","25","5","2","2.5","938","0","0","0"
"7","2","15","25","5","2","2.5","201","3","0","3"
"6","2","15","25","5","2","2.5","259","3","0","3"
"1","2","15","25","5","2","2.5","721","0","0","0"
"5","2","15","25","5","2","2.5","939","0","0","0"
"7","2","15","25","5","2","2.5","202","3","0","3"
"1","2","15","25","5","2","2.5","722","0","0","0"
"5","2","15","25","5","2","2.5","940","0","0","0"
"6","2","15","25","5","2","2.5","260","3","0","3"
"1","2","15","25","5","2","2.5","723","0","0","0"
"5","2","15","25","5","2","2.5","941","0","0","0"
"7","2","15","25","5","2","2.5","203","3","0","3"
"6","2","15","25","5","2","2.5","261","3","0","3"
"1","2","15","25","5","2","2.5","724","0","0","0"
"5","2","15","25","5","2","2.5","942","0","0","0"
"7","2","15","25","5","2","2.5","204","3","0","3"
"1","2","15","25","5","2","2.5","725","0","0","0"
"5","2","15","25","5","2","2.5","943","0","0","0"
"6","2","15","25","5","2","2.5","262","3","0","3"
"7","2","15","25","5","2","2.5","205","3","0","3"
"5","2","15","25","5","2","2.5","944","0","0","0"
"1","2","15","25","5","2","2.5","726","0","0","0"
"6","2","15","25","5","2","2.5","263","3","0","3"
"7","2","15","25","5","2","2.5","206","3","0","3"
"1","2","15","25","5","2","2.5","727","0","0","0"
"5","2","15","25","5","2","2.5","945","0","0","0"
"6","2","15","25","5","2","2.5","264","3","0","3"
"1","2","15","25","5","2","2.5","728","0","0","0"
"5","2","15","25","5","2","2.5","946","0","0","0"
"6","2","15","25","5","2","2.5","265","3","0","3"
"7","2","15","25","5","2","2.5","207","3","0","3"
"1","2","15","25","5","2","2.5","729","0","0","0"
"5","2","15","25","5","2","2.5","947","0","0","0"
"1","2","15","25","5","2","2.5","730","0","0","0"
"7","2","15","25","5","2","2.5","208","3","0","3"
"6","2","15","25","5","2","2.5","266","3","0","3"
"5","2","15","25","5","2","2.5","948","0","0","0"
"1","2","15","25","5","2","2.5","731","0","0","0"
"7","2","15","25","5","2","2.5","209","3","0","3"
"5","2","15","25","5","2","2.5","949","0","0","0"
"1","2","15","25","5","2","2.5","732","0","0","0"
"6","2","15","25","5","2","2.5","267","3","0","3"
"5","2","15","25","5","2","2.5","950","0","0","0"
"1","2","15","25","5","2","2.5","733","0","0","0"
"6","2","15","25","5","2","2.5","268","3","0","3"
"7","2","15","25","5","2","2.5","210","3","0","3"
"1","2","15","25","5","2","2.5","734","0","0","0"
"5","2","15","25","5","2","2.5","951","0","0","0"
"6","2","15","25","5","2","2.5","269","3","0","3"
"1","2","15","25","5","2","2.5","735","0","0","0"
"7","2","15","25","5","2","2.5","211","3","0","3"
"7","2","15","25","5","2","2.5","212","3","0","3"
"6","2","15","25","5","2","2.5","270","3","0","3"
"1","2","15","25","5","2","2.5","736","0","0","0"
"5","2","15","25","5","2","2.5","952","0","0","0"
"1","2","15","25","5","2","2.5","737","0","0","0"
"5","2","15","25","5","2","2.5","953","0","0","0"
"7","2","15","25","5","2","2.5","213","3","0","3"
"7","2","15","25","5","2","2.5","214","3","0","3"
"6","2","15","25","5","2","2.5","271","3","0","3"
"5","2","15","25","5","2","2.5","954","0","0","0"
"1","2","15","25","5","2","2.5","738","0","0","0"
"7","2","15","25","5","2","2.5","215","3","0","3"
"5","2","15","25","5","2","2.5","955","0","0","0"
"1","2","15","25","5","2","2.5","739","0","0","0"
"7","2","15","25","5","2","2.5","216","3","0","3"
"5","2","15","25","5","2","2.5","956","0","0","0"
"6","2","15","25","5","2","2.5","272","3","0","3"
"1","2","15","25","5","2","2.5","740","0","0","0"
"5","2","15","25","5","2","2.5","957","0","0","0"
"7","2","15","25","5","2","2.5","217","3","0","3"
"6","2","15","25","5","2","2.5","273","3","0","3"
"1","2","15","25","5","2","2.5","741","0","0","0"
"5","2","15","25","5","2","2.5","958","0","0","0"
"7","2","15","25","5","2","2.5","218","3","0","3"
"6","2","15","25","5","2","2.5","274","3","0","3"
"5","2","15","25","5","2","2.5","959","0","0","0"
"1","2","15","25","5","2","2.5","742","0","0","0"
"7","2","15","25","5","2","2.5","219","3","0","3"
"6","2","15","25","5","2","2.5","275","3","0","3"
"5","2","15","25","5","2","2.5","960","0","0","0"
"1","2","15","25","5","2","2.5","743","0","0","0"
"7","2","15","25","5","2","2.5","220","2","0","2"
"5","2","15","25","5","2","2.5","961","0","0","0"
"6","2","15","25","5","2","2.5","276","3","0","3"
"7","2","15","25","5","2","2.5","221","2","0","2"
"6","2","15","25","5","2","2.5","277","3","0","3"
"1","2","15","25","5","2","2.5","744","0","0","0"
"7","2","15","25","5","2","2.5","222","2","0","2"
"5","2","15","25","5","2","2.5","962","0","0","0"
"1","2","15","25","5","2","2.5","745","0","0","0"
"7","2","15","25","5","2","2.5","223","2","0","2"
"5","2","15","25","5","2","2.5","963","0","0","0"
"1","2","15","25","5","2","2.5","746","0","0","0"
"6","2","15","25","5","2","2.5","278","3","0","3"
"7","2","15","25","5","2","2.5","224","2","0","2"
"1","2","15","25","5","2","2.5","747","0","0","0"
"5","2","15","25","5","2","2.5","964","0","0","0"
"6","2","15","25","5","2","2.5","279","3","0","3"
"1","2","15","25","5","2","2.5","748","0","0","0"
"7","2","15","25","5","2","2.5","225","2","0","2"
"5","2","15","25","5","2","2.5","965","0","0","0"
"5","2","15","25","5","2","2.5","966","0","0","0"
"1","2","15","25","5","2","2.5","749","0","0","0"
"6","2","15","25","5","2","2.5","280","3","0","3"
"7","2","15","25","5","2","2.5","226","2","0","2"
"5","2","15","25","5","2","2.5","967","0","0","0"
"1","2","15","25","5","2","2.5","750","0","0","0"
"6","2","15","25","5","2","2.5","281","3","0","3"
"7","2","15","25","5","2","2.5","227","2","0","2"
"5","2","15","25","5","2","2.5","968","0","0","0"
"1","2","15","25","5","2","2.5","751","0","0","0"
"6","2","15","25","5","2","2.5","282","3","0","3"
"7","2","15","25","5","2","2.5","228","2","0","2"
"5","2","15","25","5","2","2.5","969","0","0","0"
"1","2","15","25","5","2","2.5","752","0","0","0"
"6","2","15","25","5","2","2.5","283","3","0","3"
"7","2","15","25","5","2","2.5","229","2","0","2"
"5","2","15","25","5","2","2.5","970","0","0","0"
"1","2","15","25","5","2","2.5","753","0","0","0"
"7","2","15","25","5","2","2.5","230","2","0","2"
"6","2","15","25","5","2","2.5","284","3","0","3"
"5","2","15","25","5","2","2.5","971","0","0","0"
"1","2","15","25","5","2","2.5","754","0","0","0"
"7","2","15","25","5","2","2.5","231","2","0","2"
"5","2","15","25","5","2","2.5","972","0","0","0"
"6","2","15","25","5","2","2.5","285","3","0","3"
"1","2","15","25","5","2","2.5","755","0","0","0"
"7","2","15","25","5","2","2.5","232","2","0","2"
"5","2","15","25","5","2","2.5","973","0","0","0"
"1","2","15","25","5","2","2.5","756","0","0","0"
"6","2","15","25","5","2","2.5","286","3","0","3"
"7","2","15","25","5","2","2.5","233","2","0","2"
"5","2","15","25","5","2","2.5","974","0","0","0"
"1","2","15","25","5","2","2.5","757","0","0","0"
"6","2","15","25","5","2","2.5","287","3","0","3"
"5","2","15","25","5","2","2.5","975","0","0","0"
"7","2","15","25","5","2","2.5","234","2","0","2"
"1","2","15","25","5","2","2.5","758","0","0","0"
"6","2","15","25","5","2","2.5","288","3","0","3"
"5","2","15","25","5","2","2.5","976","0","0","0"
"7","2","15","25","5","2","2.5","235","2","0","2"
"1","2","15","25","5","2","2.5","759","0","0","0"
"6","2","15","25","5","2","2.5","289","3","0","3"
"5","2","15","25","5","2","2.5","977","0","0","0"
"7","2","15","25","5","2","2.5","236","2","0","2"
"1","2","15","25","5","2","2.5","760","0","0","0"
"5","2","15","25","5","2","2.5","978","0","0","0"
"6","2","15","25","5","2","2.5","290","3","0","3"
"1","2","15","25","5","2","2.5","761","0","0","0"
"7","2","15","25","5","2","2.5","237","2","0","2"
"5","2","15","25","5","2","2.5","979","0","0","0"
"1","2","15","25","5","2","2.5","762","0","0","0"
"6","2","15","25","5","2","2.5","291","3","0","3"
"7","2","15","25","5","2","2.5","238","2","0","2"
"8","2","15","25","5","2","2.5","0","40","25","15"
"1","2","15","25","5","2","2.5","763","0","0","0"
"5","2","15","25","5","2","2.5","980","0","0","0"
"7","2","15","25","5","2","2.5","239","2","0","2"
"1","2","15","25","5","2","2.5","764","0","0","0"
"5","2","15","25","5","2","2.5","981","0","0","0"
"6","2","15","25","5","2","2.5","292","3","0","3"
"1","2","15","25","5","2","2.5","765","0","0","0"
"5","2","15","25","5","2","2.5","982","0","0","0"
"6","2","15","25","5","2","2.5","293","3","0","3"
"7","2","15","25","5","2","2.5","240","2","0","2"
"1","2","15","25","5","2","2.5","766","0","0","0"
"5","2","15","25","5","2","2.5","983","0","0","0"
"6","2","15","25","5","2","2.5","294","3","0","3"
"7","2","15","25","5","2","2.5","241","2","0","2"
"5","2","15","25","5","2","2.5","984","0","0","0"
"6","2","15","25","5","2","2.5","295","3","0","3"
"7","2","15","25","5","2","2.5","242","1","0","1"
"5","2","15","25","5","2","2.5","985","0","0","0"
"1","2","15","25","5","2","2.5","767","0","0","0"
"7","2","15","25","5","2","2.5","243","1","0","1"
"5","2","15","25","5","2","2.5","986","0","0","0"
"1","2","15","25","5","2","2.5","768","0","0","0"
"6","2","15","25","5","2","2.5","296","3","0","3"
"5","2","15","25","5","2","2.5","987","0","0","0"
"1","2","15","25","5","2","2.5","769","0","0","0"
"7","2","15","25","5","2","2.5","244","1","0","1"
"5","2","15","25","5","2","2.5","988","0","0","0"
"1","2","15","25","5","2","2.5","770","0","0","0"
"6","2","15","25","5","2","2.5","297","3","0","3"
"7","2","15","25","5","2","2.5","245","1","0","1"
"1","2","15","25","5","2","2.5","771","0","0","0"
"6","2","15","25","5","2","2.5","298","3","0","3"
"7","2","15","25","5","2","2.5","246","1","0","1"
"5","2","15","25","5","2","2.5","989","0","0","0"
"1","2","15","25","5","2","2.5","772","0","0","0"
"6","2","15","25","5","2","2.5","299","3","0","3"
"7","2","15","25","5","2","2.5","247","1","0","1"
"5","2","15","25","5","2","2.5","990","0","0","0"
"6","2","15","25","5","2","2.5","300","3","0","3"
"7","2","15","25","5","2","2.5","248","1","0","1"
"1","2","15","25","5","2","2.5","773","0","0","0"
"5","2","15","25","5","2","2.5","991","0","0","0"
"6","2","15","25","5","2","2.5","301","3","0","3"
"7","2","15","25","5","2","2.5","249","1","0","1"
"1","2","15","25","5","2","2.5","774","0","0","0"
"8","2","15","25","5","2","2.5","1","39","24","15"
"5","2","15","25","5","2","2.5","992","0","0","0"
"7","2","15","25","5","2","2.5","250","1","0","1"
"6","2","15","25","5","2","2.5","302","3","0","3"
"1","2","15","25","5","2","2.5","775","0","0","0"
"8","2","15","25","5","2","2.5","2","39","24","15"
"5","2","15","25","5","2","2.5","993","0","0","0"
"7","2","15","25","5","2","2.5","251","1","0","1"
"1","2","15","25","5","2","2.5","776","0","0","0"
"6","2","15","25","5","2","2.5","303","3","0","3"
"5","2","15","25","5","2","2.5","994","0","0","0"
"7","2","15","25","5","2","2.5","252","1","0","1"
"1","2","15","25","5","2","2.5","777","0","0","0"
"6","2","15","25","5","2","2.5","304","3","0","3"
"5","2","15","25","5","2","2.5","995","0","0","0"
"1","2","15","25","5","2","2.5","778","0","0","0"
"7","2","15","25","5","2","2.5","253","1","0","1"
"6","2","15","25","5","2","2.5","305","3","0","3"
"1","2","15","25","5","2","2.5","779","0","0","0"
"5","2","15","25","5","2","2.5","996","0","0","0"
"7","2","15","25","5","2","2.5","254","1","0","1"
"1","2","15","25","5","2","2.5","780","0","0","0"
"5","2","15","25","5","2","2.5","997","0","0","0"
"6","2","15","25","5","2","2.5","306","3","0","3"
"7","2","15","25","5","2","2.5","255","1","0","1"
"5","2","15","25","5","2","2.5","998","0","0","0"
"1","2","15","25","5","2","2.5","781","0","0","0"
"7","2","15","25","5","2","2.5","256","1","0","1"
"8","2","15","25","5","2","2.5","3","36","22","14"
"5","2","15","25","5","2","2.5","999","0","0","0"
"7","2","15","25","5","2","2.5","257","1","0","1"
"6","2","15","25","5","2","2.5","307","3","0","3"
"1","2","15","25","5","2","2.5","782","0","0","0"
"7","2","15","25","5","2","2.5","258","1","0","1"
"1","2","15","25","5","2","2.5","783","0","0","0"
"6","2","15","25","5","2","2.5","308","3","0","3"
"8","2","15","25","5","2","2.5","4","36","22","14"
"7","2","15","25","5","2","2.5","259","1","0","1"
"6","2","15","25","5","2","2.5","309","3","0","3"
"7","2","15","25","5","2","2.5","260","1","0","1"
"6","2","15","25","5","2","2.5","310","3","0","3"
"7","2","15","25","5","2","2.5","261","1","0","1"
"6","2","15","25","5","2","2.5","311","3","0","3"
"6","2","15","25","5","2","2.5","312","3","0","3"
"7","2","15","25","5","2","2.5","262","1","0","1"
"8","2","15","25","5","2","2.5","5","33","21","12"
"1","2","15","25","5","2","2.5","784","0","0","0"
"6","2","15","25","5","2","2.5","313","3","0","3"
"7","2","15","25","5","2","2.5","263","1","0","1"
"6","2","15","25","5","2","2.5","314","3","0","3"
"1","2","15","25","5","2","2.5","785","0","0","0"
"7","2","15","25","5","2","2.5","264","1","0","1"
"6","2","15","25","5","2","2.5","315","3","0","3"
"7","2","15","25","5","2","2.5","265","1","0","1"
"6","2","15","25","5","2","2.5","316","3","0","3"
"7","2","15","25","5","2","2.5","266","1","0","1"
"8","2","15","25","5","2","2.5","6","33","21","12"
"1","2","15","25","5","2","2.5","786","0","0","0"
"6","2","15","25","5","2","2.5","317","3","0","3"
"7","2","15","25","5","2","2.5","267","1","0","1"
"6","2","15","25","5","2","2.5","318","3","0","3"
"7","2","15","25","5","2","2.5","268","1","0","1"
"6","2","15","25","5","2","2.5","319","3","0","3"
"7","2","15","25","5","2","2.5","269","1","0","1"
"6","2","15","25","5","2","2.5","320","3","0","3"
"8","2","15","25","5","2","2.5","7","33","21","12"
"6","2","15","25","5","2","2.5","321","3","0","3"
"1","2","15","25","5","2","2.5","787","0","0","0"
"7","2","15","25","5","2","2.5","270","1","0","1"
"6","2","15","25","5","2","2.5","322","3","0","3"
"6","2","15","25","5","2","2.5","323","3","0","3"
"7","2","15","25","5","2","2.5","271","1","0","1"
"1","2","15","25","5","2","2.5","788","0","0","0"
"7","2","15","25","5","2","2.5","272","1","0","1"
"6","2","15","25","5","2","2.5","324","3","0","3"
"7","2","15","25","5","2","2.5","273","1","0","1"
"6","2","15","25","5","2","2.5","325","3","0","3"
"7","2","15","25","5","2","2.5","274","1","0","1"
"1","2","15","25","5","2","2.5","789","0","0","0"
"7","2","15","25","5","2","2.5","275","1","0","1"
"6","2","15","25","5","2","2.5","326","3","0","3"
"1","2","15","25","5","2","2.5","790","0","0","0"
"6","2","15","25","5","2","2.5","327","3","0","3"
"8","2","15","25","5","2","2.5","8","32","20","12"
"1","2","15","25","5","2","2.5","791","0","0","0"
"7","2","15","25","5","2","2.5","276","1","0","1"
"6","2","15","25","5","2","2.5","328","3","0","3"
"1","2","15","25","5","2","2.5","792","0","0","0"
"7","2","15","25","5","2","2.5","277","1","0","1"
"6","2","15","25","5","2","2.5","329","3","0","3"
"1","2","15","25","5","2","2.5","793","0","0","0"
"7","2","15","25","5","2","2.5","278","1","0","1"
"6","2","15","25","5","2","2.5","330","3","0","3"
"8","2","15","25","5","2","2.5","9","32","20","12"
"7","2","15","25","5","2","2.5","279","1","0","1"
"1","2","15","25","5","2","2.5","794","0","0","0"
"6","2","15","25","5","2","2.5","331","3","0","3"
"7","2","15","25","5","2","2.5","280","1","0","1"
"1","2","15","25","5","2","2.5","795","0","0","0"
"6","2","15","25","5","2","2.5","332","3","0","3"
"7","2","15","25","5","2","2.5","281","1","0","1"
"1","2","15","25","5","2","2.5","796","0","0","0"
"6","2","15","25","5","2","2.5","333","3","0","3"
"7","2","15","25","5","2","2.5","282","1","0","1"
"1","2","15","25","5","2","2.5","797","0","0","0"
"8","2","15","25","5","2","2.5","10","32","20","12"
"9","2","15","25","5","2","2.5","0","40","25","15"
"6","2","15","25","5","2","2.5","334","3","0","3"
"1","2","15","25","5","2","2.5","798","0","0","0"
"7","2","15","25","5","2","2.5","283","1","0","1"
"6","2","15","25","5","2","2.5","335","3","0","3"
"1","2","15","25","5","2","2.5","799","0","0","0"
"7","2","15","25","5","2","2.5","284","1","0","1"
"1","2","15","25","5","2","2.5","800","0","0","0"
"6","2","15","25","5","2","2.5","336","3","0","3"
"7","2","15","25","5","2","2.5","285","1","0","1"
"1","2","15","25","5","2","2.5","801","0","0","0"
"7","2","15","25","5","2","2.5","286","1","0","1"
"6","2","15","25","5","2","2.5","337","3","0","3"
"8","2","15","25","5","2","2.5","11","32","20","12"
"1","2","15","25","5","2","2.5","802","0","0","0"
"7","2","15","25","5","2","2.5","287","1","0","1"
"6","2","15","25","5","2","2.5","338","3","0","3"
"1","2","15","25","5","2","2.5","803","0","0","0"
"7","2","15","25","5","2","2.5","288","1","0","1"
"6","2","15","25","5","2","2.5","339","3","0","3"
"1","2","15","25","5","2","2.5","804","0","0","0"
"9","2","15","25","5","2","2.5","1","40","25","15"
"7","2","15","25","5","2","2.5","289","1","0","1"
"1","2","15","25","5","2","2.5","805","0","0","0"
"6","2","15","25","5","2","2.5","340","3","0","3"
"8","2","15","25","5","2","2.5","12","32","20","12"
"6","2","15","25","5","2","2.5","341","3","0","3"
"7","2","15","25","5","2","2.5","290","1","0","1"
"1","2","15","25","5","2","2.5","806","0","0","0"
"6","2","15","25","5","2","2.5","342","3","0","3"
"1","2","15","25","5","2","2.5","807","0","0","0"
"7","2","15","25","5","2","2.5","291","1","0","1"
"6","2","15","25","5","2","2.5","343","3","0","3"
"7","2","15","25","5","2","2.5","292","1","0","1"
"1","2","15","25","5","2","2.5","808","0","0","0"
"8","2","15","25","5","2","2.5","13","29","19","10"
"6","2","15","25","5","2","2.5","344","3","0","3"
"1","2","15","25","5","2","2.5","809","0","0","0"
"9","2","15","25","5","2","2.5","2","37","23","14"
"7","2","15","25","5","2","2.5","293","1","0","1"
"1","2","15","25","5","2","2.5","810","0","0","0"
"6","2","15","25","5","2","2.5","345","3","0","3"
"7","2","15","25","5","2","2.5","294","1","0","1"
"6","2","15","25","5","2","2.5","346","3","0","3"
"7","2","15","25","5","2","2.5","295","1","0","1"
"1","2","15","25","5","2","2.5","811","0","0","0"
"6","2","15","25","5","2","2.5","347","3","0","3"
"7","2","15","25","5","2","2.5","296","1","0","1"
"8","2","15","25","5","2","2.5","14","28","18","10"
"1","2","15","25","5","2","2.5","812","0","0","0"
"6","2","15","25","5","2","2.5","348","3","0","3"
"7","2","15","25","5","2","2.5","297","1","0","1"
"9","2","15","25","5","2","2.5","3","35","21","14"
"1","2","15","25","5","2","2.5","813","0","0","0"
"6","2","15","25","5","2","2.5","349","3","0","3"
"7","2","15","25","5","2","2.5","298","1","0","1"
"1","2","15","25","5","2","2.5","814","0","0","0"
"8","2","15","25","5","2","2.5","15","27","17","10"
"1","2","15","25","5","2","2.5","815","0","0","0"
"6","2","15","25","5","2","2.5","350","3","0","3"
"7","2","15","25","5","2","2.5","299","1","0","1"
"1","2","15","25","5","2","2.5","816","0","0","0"
"7","2","15","25","5","2","2.5","300","1","0","1"
"6","2","15","25","5","2","2.5","351","3","0","3"
"9","2","15","25","5","2","2.5","4","35","21","14"
"1","2","15","25","5","2","2.5","817","0","0","0"
"7","2","15","25","5","2","2.5","301","1","0","1"
"1","2","15","25","5","2","2.5","818","0","0","0"
"8","2","15","25","5","2","2.5","16","27","17","10"
"7","2","15","25","5","2","2.5","302","1","0","1"
"6","2","15","25","5","2","2.5","352","3","0","3"
"1","2","15","25","5","2","2.5","819","0","0","0"
"7","2","15","25","5","2","2.5","303","1","0","1"
"1","2","15","25","5","2","2.5","820","0","0","0"
"7","2","15","25","5","2","2.5","304","1","0","1"
"1","2","15","25","5","2","2.5","821","0","0","0"
"9","2","15","25","5","2","2.5","5","34","20","14"
"7","2","15","25","5","2","2.5","305","1","0","1"
"1","2","15","25","5","2","2.5","822","0","0","0"
"7","2","15","25","5","2","2.5","306","1","0","1"
"6","2","15","25","5","2","2.5","353","3","0","3"
"1","2","15","25","5","2","2.5","823","0","0","0"
"7","2","15","25","5","2","2.5","307","1","0","1"
"6","2","15","25","5","2","2.5","354","3","0","3"
"7","2","15","25","5","2","2.5","308","1","0","1"
"6","2","15","25","5","2","2.5","355","3","0","3"
"7","2","15","25","5","2","2.5","309","1","0","1"
"1","2","15","25","5","2","2.5","824","0","0","0"
"6","2","15","25","5","2","2.5","356","3","0","3"
"1","2","15","25","5","2","2.5","825","0","0","0"
"7","2","15","25","5","2","2.5","310","1","0","1"
"9","2","15","25","5","2","2.5","6","33","20","13"
"6","2","15","25","5","2","2.5","357","3","0","3"
"1","2","15","25","5","2","2.5","826","0","0","0"
"6","2","15","25","5","2","2.5","358","3","0","3"
"7","2","15","25","5","2","2.5","311","1","0","1"
"1","2","15","25","5","2","2.5","827","0","0","0"
"6","2","15","25","5","2","2.5","359","3","0","3"
"7","2","15","25","5","2","2.5","312","1","0","1"
"1","2","15","25","5","2","2.5","828","0","0","0"
"7","2","15","25","5","2","2.5","313","1","0","1"
"1","2","15","25","5","2","2.5","829","0","0","0"
"6","2","15","25","5","2","2.5","360","3","0","3"
"7","2","15","25","5","2","2.5","314","1","0","1"
"6","2","15","25","5","2","2.5","361","3","0","3"
"7","2","15","25","5","2","2.5","315","1","0","1"
"9","2","15","25","5","2","2.5","7","31","19","12"
"6","2","15","25","5","2","2.5","362","3","0","3"
"1","2","15","25","5","2","2.5","830","0","0","0"
"7","2","15","25","5","2","2.5","316","1","0","1"
"6","2","15","25","5","2","2.5","363","3","0","3"
"1","2","15","25","5","2","2.5","831","0","0","0"
"7","2","15","25","5","2","2.5","317","1","0","1"
"6","2","15","25","5","2","2.5","364","3","0","3"
"6","2","15","25","5","2","2.5","365","3","0","3"
"7","2","15","25","5","2","2.5","318","1","0","1"
"1","2","15","25","5","2","2.5","832","0","0","0"
"7","2","15","25","5","2","2.5","319","1","0","1"
"9","2","15","25","5","2","2.5","8","31","19","12"
"6","2","15","25","5","2","2.5","366","3","0","3"
"1","2","15","25","5","2","2.5","833","0","0","0"
"7","2","15","25","5","2","2.5","320","1","0","1"
"6","2","15","25","5","2","2.5","367","3","0","3"
"1","2","15","25","5","2","2.5","834","0","0","0"
"7","2","15","25","5","2","2.5","321","1","0","1"
"1","2","15","25","5","2","2.5","835","0","0","0"
"6","2","15","25","5","2","2.5","368","3","0","3"
